ID,Tesis Adı,Kategori,Enlem,Boylam,Kritiklik,Durum,Kaynak,Etiket,Tahmini_Alan_km2,Koordinat_Kaynagi,Detayli_Stratejik_Aciklama,Z_Ekseni_Derinlik_m,Tahkimat_Seviyesi
420,Dimona Southwest Facility,Tünel/Bunker,30.9833,35.1167,83,PASİF,Uydu,Sahte (Decoy) / Yanıltıcı Tesis,0.5,Orijinal/Algoritmik,ID-420 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 83 seviyesinde korunmaktadır.,-50,Ekstrem (Sığınak Delici Mühimmat Gerekli)
421,Sde Boker East Abnormal,Tünel/Bunker,30.8667,34.8167,75,PASİF,Uydu,Sahte (Decoy) / Yanıltıcı Tesis,0.5,Orijinal/Algoritmik,ID-421 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 75 seviyesinde korunmaktadır.,0,Standart / Yüzey
422,Halutza Southern Structure,Tünel/Bunker,31.049242,34.366308,75,PASİF,Uydu,Sahte (Decoy) / Yanıltıcı Tesis,0.5,Orijinal/Algoritmik,ID-422 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 75 seviyesinde korunmaktadır.,0,Standart / Yüzey
423,Mitzpe Ramon Northern Structure,Tünel/Bunker,30.649511,34.816765,75,PASİF,Uydu,Sahte (Decoy) / Yanıltıcı Tesis,0.5,Orijinal/Algoritmik,ID-423 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 75 seviyesinde korunmaktadır.,0,Standart / Yüzey
424,Nahal Paran Facility,Tünel/Bunker,30.2167,34.9333,75,PASİF,Uydu,Sahte (Decoy) / Yanıltıcı Tesis,0.5,Orijinal/Algoritmik,ID-424 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 75 seviyesinde korunmaktadır.,0,Standart / Yüzey
425,Yotam Desert Structure,Tünel/Bunker,29.950774,34.966008,75,PASİF,Uydu,Sahte (Decoy) / Yanıltıcı Tesis,0.5,Orijinal/Algoritmik,ID-425 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 75 seviyesinde korunmaktadır.,0,Standart / Yüzey
426,Negev Southern Desert Facility A,Tünel/Bunker,30.1833,34.7833,75,PASİF,Uydu,Sahte (Decoy) / Yanıltıcı Tesis,0.5,Orijinal/Algoritmik,ID-426 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 75 seviyesinde korunmaktadır.,0,Standart / Yüzey
427,Negev Southern Desert Facility B,Tünel/Bunker,30.051362,34.866743,75,PASİF,Uydu,Sahte (Decoy) / Yanıltıcı Tesis,0.5,Orijinal/Algoritmik,ID-427 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 75 seviyesinde korunmaktadır.,0,Standart / Yüzey
428,Eilat Northern Desert Structure,Tünel/Bunker,29.750955,34.984423,75,PASİF,Uydu,Sahte (Decoy) / Yanıltıcı Tesis,0.5,Orijinal/Algoritmik,ID-428 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 75 seviyesinde korunmaktadır.,0,Standart / Yüzey
429,Uvda Perimeter Abnormal Structure,Tünel/Bunker,30.016289,34.949504,75,PASİF,Uydu,Sahte (Decoy) / Yanıltıcı Tesis,0.5,Orijinal/Algoritmik,ID-429 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 75 seviyesinde korunmaktadır.,0,Standart / Yüzey
430,Har Ramon East Facility,Tünel/Bunker,30.682268,34.90057,75,PASİF,Uydu,Sahte (Decoy) / Yanıltıcı Tesis,0.5,Orijinal/Algoritmik,ID-430 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 75 seviyesinde korunmaktadır.,0,Standart / Yüzey
431,Safed Northern HQ,Askeri,32.967061,35.483461,78,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,5,Orijinal/Algoritmik,ID-431 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 78 seviyesinde korunmaktadır.,0,Standart / Yüzey
432,Tiberias Military Zone,Askeri,32.782866,35.53348,72,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,5,Orijinal/Algoritmik,ID-432 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.,0,Standart / Yüzey
433,Nazareth Regional HQ,Bilinmiyor,32.699934,35.298735,70,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-433 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.,0,Standart / Yüzey
434,Acre Northern Naval Station,Liman/Deniz,32.932874,35.066636,72,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-434 Deniz Strateji Noktası (Acre Kuzey Deniz İstasyonu): Akdeniz'deki deniz hakimiyeti ve nükleer kapasiteli denizaltıların lojistik ikmal hattı. Denizaltı penleri ve yeraltı torpido depoları sığınak delici mühimmata karşı korumalıdır. Barak-8 gemi konuşlu hava savunma sistemleri bölgenin ana kalkanıdır.,0,Standart / Yüzey
435,Beit HaEmek Military,Askeri,32.9513,35.134182,68,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,5,Orijinal/Algoritmik,ID-435 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.,0,Standart / Yüzey
436,Kfar Blum Northern Base,Askeri,33.1833,35.6167,70,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-436 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.,0,Standart / Yüzey
437,Rosh Pinna Radar Peak,Radar/İletişim,32.9667,35.5333,78,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,2,Orijinal/Algoritmik,"ID-437 Rosh Pinna Radar Tepesi: Katmanlı hava savunma ağının (Multi-Tiered AD) birincil sensör düğümü. L-Band/X-Band frekans aralığında çalışan bu radar, 2.500 km menzildeki balistik imzaları ayırabilir. Vurulması durumunda David's Sling ve Arrow bataryalarının tepki süresi %40 oranında düşer. Tesis, otonom drone saldırılarına karşı 'C-RAM' ve elektronik harp (EW) şemsiyesi altındadır.",0,Standart / Yüzey
438,Giv’at HaMore Observation,Bilinmiyor,32.6167,35.3167,70,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-438 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.,0,Standart / Yüzey
439,Yokne’am Military Zone,Askeri,32.6667,35.1167,65,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,5,Orijinal/Algoritmik,ID-439 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 65 seviyesinde korunmaktadır.,0,Standart / Yüzey
440,Bet She’arim Position,Askeri,32.699016,35.118095,63,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-440 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 63 seviyesinde korunmaktadır.,0,Standart / Yüzey
441,Kfar Tavor Base,Askeri,32.6833,35.4167,65,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,5,Orijinal/Algoritmik,ID-441 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 65 seviyesinde korunmaktadır.,0,Standart / Yüzey
442,Gesher Military Zone,Askeri,32.599684,35.565795,63,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-442 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 63 seviyesinde korunmaktadır.,0,Standart / Yüzey
443,Bet Alpha Border Position,Askeri,32.5333,35.4333,65,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-443 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 65 seviyesinde korunmaktadır.,0,Standart / Yüzey
444,Afula Military Zone,Askeri,32.601018,35.284264,67,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,5,Orijinal/Algoritmik,ID-444 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 67 seviyesinde korunmaktadır.,0,Standart / Yüzey
445,Hadera Northern Security,Bilinmiyor,32.45043,34.915397,62,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-445 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 62 seviyesinde korunmaktadır.,0,Standart / Yüzey
446,Binyamina Military Zone,Askeri,32.517499,34.949742,60,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-446 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 60 seviyesinde korunmaktadır.,0,Standart / Yüzey
447,Zichron Ya’akov Radar,Radar/İletişim,32.566141,34.949757,70,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,2,Orijinal/Algoritmik,"ID-447 Zichron Ya'akov Radar: Katmanlı hava savunma ağının (Multi-Tiered AD) birincil sensör düğümü. L-Band/X-Band frekans aralığında çalışan bu radar, 2.500 km menzildeki balistik imzaları ayırabilir. Vurulması durumunda David's Sling ve Arrow bataryalarının tepki süresi %40 oranında düşer. Tesis, otonom drone saldırılarına karşı 'C-RAM' ve elektronik harp (EW) şemsiyesi altındadır.",0,Standart / Yüzey
448,Pardes Hanna Base,Askeri,32.4833,34.9667,63,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,5,Orijinal/Algoritmik,ID-448 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 63 seviyesinde korunmaktadır.,0,Standart / Yüzey
449,Wadi Ara Control,Askeri,32.5167,35.0833,65,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-449 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 65 seviyesinde korunmaktadır.,0,Standart / Yüzey
450,Moshav Geva Carmel,Askeri,32.617541,35.000397,60,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-450 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 60 seviyesinde korunmaktadır.,0,Standart / Yüzey
451,Herzliya Pitchfork Base,Askeri,32.150819,34.833789,72,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,5,Orijinal/Algoritmik,ID-451 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.,0,Standart / Yüzey
452,Rishon LeZion Base,Askeri,31.9667,34.7833,68,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,5,Orijinal/Algoritmik,ID-452 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.,0,Standart / Yüzey
453,Netanya Coastal Security,Bilinmiyor,32.3345,34.850072,65,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-453 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 65 seviyesinde korunmaktadır.,0,Standart / Yüzey
454,Bnei Brak Military,Askeri,32.0833,34.8333,62,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,5,Orijinal/Algoritmik,ID-454 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 62 seviyesinde korunmaktadır.,0,Standart / Yüzey
455,Lod Main Base,Askeri,31.949737,34.882871,65,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,5,Orijinal/Algoritmik,ID-455 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 65 seviyesinde korunmaktadır.,0,Standart / Yüzey
456,Holon Military Zone,Askeri,32.016449,34.783584,62,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-456 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 62 seviyesinde korunmaktadır.,0,Standart / Yüzey
457,Bat Yam Coast Guard,Bilinmiyor,32.015746,34.749469,60,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-457 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 60 seviyesinde korunmaktadır.,0,Standart / Yüzey
458,Or Yehuda Military Zone,Askeri,32.033548,34.867158,63,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-458 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 63 seviyesinde korunmaktadır.,0,Standart / Yüzey
459,Kiryat Ono Logistics,Depo/Lojistik,32.074516,34.788978,60,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,3,OSINT Teyitli,ID-459 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 60 seviyesinde korunmaktadır.,0,Standart / Yüzey
460,Petah Tikva Center,Askeri,32.083342,34.883239,65,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,5,Orijinal/Algoritmik,ID-460 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 65 seviyesinde korunmaktadır.,0,Standart / Yüzey
461,Kfar Chabad Military,Askeri,31.982849,34.901367,60,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-461 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 60 seviyesinde korunmaktadır.,0,Standart / Yüzey
462,Ben Gurion Perimeter Security,Bilinmiyor,31.999889,34.868029,72,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-462 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.,0,Standart / Yüzey
463,Rehovot Security Zone,Bilinmiyor,31.884226,34.801017,62,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-463 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 62 seviyesinde korunmaktadır.,0,Standart / Yüzey
464,Gedera Southern Base,Askeri,31.816456,34.782897,63,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,5,Orijinal/Algoritmik,ID-464 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 63 seviyesinde korunmaktadır.,0,Standart / Yüzey
465,Yavne Military Zone,Askeri,31.884398,34.750693,65,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-465 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 65 seviyesinde korunmaktadır.,0,Standart / Yüzey
466,Ashdod Northern Security,Bilinmiyor,31.849761,34.649804,67,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-466 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 67 seviyesinde korunmaktadır.,0,Standart / Yüzey
467,Ashdod Port Security 2,Liman/Deniz,31.800759,34.634554,70,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,8,Orijinal/Algoritmik,ID-467 Deniz Strateji Noktası (Ashdod Liman Güvenlik 2): Akdeniz'deki deniz hakimiyeti ve nükleer kapasiteli denizaltıların lojistik ikmal hattı. Denizaltı penleri ve yeraltı torpido depoları sığınak delici mühimmata karşı korumalıdır. Barak-8 gemi konuşlu hava savunma sistemleri bölgenin ana kalkanıdır.,0,Standart / Yüzey
468,Gath Military Zone,Askeri,31.716304,34.817048,60,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-468 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 60 seviyesinde korunmaktadır.,0,Standart / Yüzey
469,Kiryat Malakhi Base,Askeri,32.074717,34.789477,62,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,5,OSINT Teyitli,ID-469 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 62 seviyesinde korunmaktadır.,0,Standart / Yüzey
470,Mazkeret Batya Military,Askeri,31.8667,34.8167,60,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1,Orijinal/Algoritmik,ID-470 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 60 seviyesinde korunmaktadır.,0,Standart / Yüzey
471,Rahat Southern Garrison,Askeri,31.383559,34.749485,65,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,5,Orijinal/Algoritmik,ID-471 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 65 seviyesinde korunmaktadır.,0,Standart / Yüzey
