ID,Tesis Adı,Kategori,Enlem,Boylam,Kritiklik,Durum,Kaynak,Etiket,Tahmini_Alan_km2,Detayli_Stratejik_Aciklama,Bağlı_Olduğu_Üs
209,Yahalom Mühendis Özel,askeri,32.0333,34.8667,90,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-209 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 90 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
210,Rimon Çöl Operasyon,askeri,31.1167,34.7833,85,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-210 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 85 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
211,Unit 504 Operasyon Sahası,istihbarat,32.1,34.8333,91,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-211 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 91 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
212,Talpiot Elit Program Merkezi,unknown,31.7667,35.2167,90,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-212 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 90 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
213,Lotar Eilat Anti-Terör,liman,29.55,34.95,87,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-213 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 87 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
214,Shayetet 13 İkinci Üs,liman,31.85,34.65,92,KONTROL ET,Uydu,Gerçek Operasyonel Hedef,1.0,ID-214 Deniz Strateji Noktası (Shayetet 13 İkinci Üs): Akdeniz'deki deniz hakimiyeti ve nükleer kapasiteli denizaltıların lojistik ikmal hattı. Denizaltı penleri ve yeraltı torpido depoları sığınak delici mühimmata karşı korumalıdır. Barak-8 gemi konuşlu hava savunma sistemleri bölgenin ana kalkanıdır.,İsrail Ulusal Ağ
215,Unit 212 Havacılık Özel,istihbarat,32.6653,35.1794,88,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-215 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 88 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
216,IAI Ana Fabrika - Ben Gurion,arastirma,32.0,34.8833,90,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-216 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 90 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
217,IAI Bedek Bakım Tesisi,arastirma,32.0167,34.8833,88,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-217 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 88 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
218,IAI MLM Füze Bölümü,fuze,31.9,34.8667,90,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-218 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 90 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
219,Rafael HQ - Haifa,komuta,32.7833,35.0333,90,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-219 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 90 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
220,Rafael Ramat HaSharon,arastirma,32.15,34.8333,88,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-220 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 88 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
221,Rafael Nazareth İleri Tesis,arastirma,32.6833,35.2833,82,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-221 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 82 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
222,Elbit Systems HQ - Haifa,komuta,32.8167,35.0167,87,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-222 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 87 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
223,Elbit Rehovot Tesis,arastirma,31.9167,34.8167,82,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-223 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 82 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
224,Elbit Carmiel Optik,arastirma,32.9167,35.3,78,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-224 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 78 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
225,IMI Ramat HaSharon,arastirma,32.1667,34.85,85,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-225 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 85 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
226,IMI Tefen Sanayi Bölgesi,arastirma,32.9833,35.25,80,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-226 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 80 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
227,Soltam Yokne'am (Elbit),arastirma,32.65,35.1,78,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-227 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 78 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
228,Tadiran Petah Tikva,arastirma,32.0833,34.8833,75,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-228 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 75 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
229,ELTA Radar Sistemleri - Ashdod,radar,31.85,34.6833,82,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-229 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 82 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
230,Rokar Havacılık - Haifa,arastirma,32.8333,35.0333,75,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-230 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 75 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
231,Aeronautics İHA Üretim,arastirma,32.05,34.9167,80,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-231 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 80 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
232,Uvision Mühimmat - Beer Sheva,arastirma,31.25,34.7833,75,KONTROL ET,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-232 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 75 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
233,Smart Shooter Optik,arastirma,32.1,34.8833,70,KONTROL ET,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-233 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
234,Controp Hassas Optik,arastirma,32.0833,34.9,72,KONTROL ET,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-234 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
235,Orbit Communication,arastirma,32.1667,34.8333,70,KONTROL ET,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-235 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
236,Rafael Iron Dome Üretim,havasavunma,32.7833,35.0333,88,KONTROL ET,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-236 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 88 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
237,IAI Arrow Üretim,havasavunma,32.0167,34.8833,90,KONTROL ET,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-237 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 90 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
238,Elbit Hermes İHA Üretim,arastirma,32.8167,35.0167,85,KONTROL ET,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-238 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 85 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
239,IAI Heron İHA Tesisi,arastirma,32.01,34.89,83,KONTROL ET,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-239 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 83 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
240,Rafael Spice Bomba Tesisi,arastirma,32.79,35.02,85,KONTROL ET,Wikipedia,Gerçek Operasyonel Hedef,3.0,ID-240 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 85 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
241,MAFAT Savunma AR-GE Merkezi,unknown,32.0667,34.7667,95,Doğrulandı,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-241 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 95 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
242,Technion Savunma Araştırma,arastirma,32.7767,35.0217,88,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-242 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 88 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
243,Weizmann Enstitüsü Savunma Lab,arastirma,31.9053,34.8047,85,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-243 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 85 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
244,Ben Gurion Üniv. Güvenlik Lab,arastirma,31.2611,34.7994,82,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-244 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 82 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
245,Tel Aviv Üniv. İstihbarat Araştırma,arastirma,32.1133,34.8044,80,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-245 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 80 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
246,Homa Güvenlik Projesi Merkezi,arastirma,31.7833,35.2,88,Doğrulandı,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-246 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 88 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
247,IIBR Biyolojik Araştırma - Nes Ziona,arastirma,31.9197,34.7961,95,Doğrulandı,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-247 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 95 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
248,DDR&D Nano Malzeme Lab,arastirma,32.0833,34.7833,82,Doğrulandı,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-248 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 82 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
249,Technion Siber Güvenlik Merkezi,istihbarat,32.78,35.0167,85,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,2.0,"ID-249 Elektronik Harp ve Veri Merkezi: İsrail ordusunun (IDF) 'Gospel AI' hedefleme sisteminin ve Unit 8200'ün veri işleme kapasitesinin barındığı nokta. Denizaltı fiber optik kablolarının ve uydu yer istasyonlarının sinir düğümüdür. Fiziksel imhası, cephedeki askerlerin anlık istihbarat akışını keser ve otonom platformları (İHA/SİHA) kontrolsüz bırakır. Siber kalkan (Cyber Dome) tarafından 7/24 dijital koruma altındadır.",İsrail Ulusal Ağ
250,Unit 8200 Siber Lab - Beer Sheva,istihbarat,31.2583,34.7917,92,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,2.0,"ID-250 Elektronik Harp ve Veri Merkezi: İsrail ordusunun (IDF) 'Gospel AI' hedefleme sisteminin ve Unit 8200'ün veri işleme kapasitesinin barındığı nokta. Denizaltı fiber optik kablolarının ve uydu yer istasyonlarının sinir düğümüdür. Fiziksel imhası, cephedeki askerlerin anlık istihbarat akışını keser ve otonom platformları (İHA/SİHA) kontrolsüz bırakır. Siber kalkan (Cyber Dome) tarafından 7/24 dijital koruma altındadır.",İsrail Ulusal Ağ
251,Beit El Askeri Karargahı,komuta,31.95,35.2167,82,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-251 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 82 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
252,Ofer Cezaevi/Askeri Kompleks,askeri,31.9,35.1333,78,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-252 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 78 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
253,Etzion Bloku Askeri Karargah,komuta,31.65,35.1167,80,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-253 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 80 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
254,Salem Askeri Karargah,komuta,32.3833,35.1833,78,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-254 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 78 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
255,Hebron H2 Askeri Bölge,askeri,31.5333,35.0833,75,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-255 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 75 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
256,Nablus Bölge Komutanlığı,komuta,32.2167,35.2667,78,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-256 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 78 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
257,Kedumin Üssü,unknown,32.15,35.0667,72,Doğrulandı,Wikipedia,Gerçek Operasyonel Hedef,1.0,ID-257 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
258,Jordan Valley Üssü,unknown,32.0167,35.55,80,Doğrulandı,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-258 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 80 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
259,Ariel Askeri Bölge,askeri,32.1167,35.1667,72,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-259 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
260,Jenin Bölge Üssü,unknown,32.4667,35.3,78,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-260 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 78 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
261,Tulkarem Askeri Kontrol,askeri,32.3167,35.0333,75,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-261 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 75 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
262,Ramallah Çevre Üssü,askeri,31.9,35.2,73,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-262 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 73 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
263,Qalqilya Askeri Bölge,askeri,32.1833,34.9833,70,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-263 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
264,Bethlehem Askeri Çevre,askeri,31.7167,35.2,70,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,ID-264 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.,İsrail Ulusal Ağ
