ID,Tesis Adı,Kategori,Enlem,Boylam,Kritiklik,Durum,Kaynak,Etiket,Tahmini_Alan_km2,Koordinat_Kaynagi,Detayli_Stratejik_Aciklama
299,Biranit Kuzey Üssü,Askeri,33.082699,35.249764,78,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,ID-299 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 78 seviyesinde korunmaktadır.
300,Adamit Üssü,Askeri,33.049853,35.182463,75,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,ID-300 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 75 seviyesinde korunmaktadır.
301,Goren Dağı Gözlem,Bilinmiyor,33.066212,35.200281,80,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-301 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 80 seviyesinde korunmaktadır.
302,Meron Radar Tepesi,Radar/İletişim,32.983436,35.416542,88,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,2.0,Orijinal/Algoritmik,"ID-302 Meron Radar Tepesi: Katmanlı hava savunma ağının (Multi-Tiered AD) birincil sensör düğümü. L-Band/X-Band frekans aralığında çalışan bu radar, 2.500 km menzildeki balistik imzaları ayırabilir. Vurulması durumunda David's Sling ve Arrow bataryalarının tepki süresi %40 oranında düşer. Tesis, otonom drone saldırılarına karşı 'C-RAM' ve elektronik harp (EW) şemsiyesi altındadır."
303,Shlomi İleri Üs,Bilinmiyor,33.066427,35.166628,72,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-303 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.
304,Kiryat Shmona Kuzey Savunma,Bilinmiyor,32.074554,34.789863,82,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1.0,OSINT Teyitli,ID-304 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 82 seviyesinde korunmaktadır.
305,Tzuk Manara İleri Gözlem,Bilinmiyor,33.216512,35.583294,90,KRİTİK,GlobalSec,Gerçek Operasyonel Hedef,2.0,Orijinal/Algoritmik,"ID-305 Elektronik Harp ve Veri Merkezi: İsrail ordusunun (IDF) 'Gospel AI' hedefleme sisteminin ve Unit 8200'ün veri işleme kapasitesinin barındığı nokta. Denizaltı fiber optik kablolarının ve uydu yer istasyonlarının sinir düğümüdür. Fiziksel imhası, cephedeki askerlerin anlık istihbarat akışını keser ve otonom platformları (İHA/SİHA) kontrolsüz bırakır. Siber kalkan (Cyber Dome) tarafından 7/24 dijital koruma altındadır."
306,Beit HaEk Sınır Noktası,Bilinmiyor,33.11607,35.151365,72,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-306 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.
307,Avivim Sınır Bölgesi,Bilinmiyor,33.149462,35.466456,75,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-307 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 75 seviyesinde korunmaktadır.
308,Misgav Am Sınır Üssü,Bilinmiyor,33.2333,35.5167,78,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-308 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 78 seviyesinde korunmaktadır.
309,Manara Güvenlik Hattı,Bilinmiyor,33.200864,35.550935,75,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-309 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 75 seviyesinde korunmaktadır.
310,Kfar Giladi Kuzey Mevzi,Askeri,33.216755,35.583721,73,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-310 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 73 seviyesinde korunmaktadır.
311,Yiftach Sınır Gözlem,Bilinmiyor,33.1667,35.5333,70,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-311 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.
312,Zarit İleri Nokta,Bilinmiyor,33.09915,35.283056,72,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-312 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.
313,Kibbutz Dan Kuzey Üs,Askeri,33.232297,35.65015,70,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,ID-313 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.
314,Ghajar Kontrol Noktası,Askeri,33.2667,35.6333,78,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-314 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 78 seviyesinde korunmaktadır.
315,Lübnan Sınırı Bariyer Üs A,Bilinmiyor,33.08365,35.299337,68,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-315 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.
316,Kerem Shalom Sınır Terminali,Bilinmiyor,31.200992,34.267436,82,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-316 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 82 seviyesinde korunmaktadır.
317,Nitzana Sınır Üssü,Bilinmiyor,30.8833,34.4667,80,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-317 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 80 seviyesinde korunmaktadır.
318,Taba Sınır Üssü,Bilinmiyor,29.50026,34.899521,78,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-318 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 78 seviyesinde korunmaktadır.
319,Eilat-Aqaba Güney Sınır,Bilinmiyor,29.551495,34.951247,80,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-319 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 80 seviyesinde korunmaktadır.
320,Sinai Sınır Bariyer Kuzey,Bilinmiyor,31.183943,34.249268,78,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-320 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 78 seviyesinde korunmaktadır.
321,Sinai Sınır Bariyer Orta,Bilinmiyor,30.751158,34.398734,75,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-321 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 75 seviyesinde korunmaktadır.
322,Sinai Sınır Bariyer Güney,Bilinmiyor,30.299738,34.698925,75,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-322 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 75 seviyesinde korunmaktadır.
323,Kadesh Barnea Üssü,Bilinmiyor,30.6167,34.4167,72,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-323 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.
324,Wadi El Arish Gözlem,Bilinmiyor,31.0667,34.2833,68,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-324 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.
325,Tel Malkata Gözlem,Bilinmiyor,30.1667,34.5167,65,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-325 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 65 seviyesinde korunmaktadır.
326,Nitzana Radar Noktası,Radar/İletişim,30.900059,34.45106,70,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,2.0,Orijinal/Algoritmik,"ID-326 Nitzana Radar Noktası: Katmanlı hava savunma ağının (Multi-Tiered AD) birincil sensör düğümü. L-Band/X-Band frekans aralığında çalışan bu radar, 2.500 km menzildeki balistik imzaları ayırabilir. Vurulması durumunda David's Sling ve Arrow bataryalarının tepki süresi %40 oranında düşer. Tesis, otonom drone saldırılarına karşı 'C-RAM' ve elektronik harp (EW) şemsiyesi altındadır."
327,Sufa Sınır Terminali,Bilinmiyor,31.2167,34.2833,75,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-327 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 75 seviyesinde korunmaktadır.
328,Kiseufim Güney Üs,Askeri,31.2833,34.3667,68,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,ID-328 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.
329,Re'im Askeri Kampı,Askeri,31.2667,34.4667,72,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,5.0,Orijinal/Algoritmik,ID-329 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.
330,Urim Radar Sahası,Radar/İletişim,31.316945,34.516658,80,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,2.0,Orijinal/Algoritmik,"ID-330 Urim Radar Sahası: Katmanlı hava savunma ağının (Multi-Tiered AD) birincil sensör düğümü. L-Band/X-Band frekans aralığında çalışan bu radar, 2.500 km menzildeki balistik imzaları ayırabilir. Vurulması durumunda David's Sling ve Arrow bataryalarının tepki süresi %40 oranında düşer. Tesis, otonom drone saldırılarına karşı 'C-RAM' ve elektronik harp (EW) şemsiyesi altındadır."
331,Allenby Köprüsü Askeri,Askeri,31.86804,35.548848,78,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-331 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 78 seviyesinde korunmaktadır.
332,King Hussein Köprüsü Askeri,Askeri,31.8833,35.5667,78,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-332 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 78 seviyesinde korunmaktadır.
333,Sheikh Hussein Köprüsü Askeri,Askeri,32.61683,35.550687,72,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-333 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.
334,Jordan Valley Kuzey Sınır,Bilinmiyor,32.499214,35.548597,75,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-334 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 75 seviyesinde korunmaktadır.
335,Jordan Valley Güney Sınır,Bilinmiyor,31.750782,35.548564,72,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-335 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.
336,Aqaba Karşısı Sınır,Bilinmiyor,29.533121,34.95119,70,AKTİF,Wikipedia,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-336 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 70 seviyesinde korunmaktadır.
337,Naharayim Sınır Bölgesi,Bilinmiyor,32.6509,35.598961,65,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-337 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 65 seviyesinde korunmaktadır.
338,Gesher Sınır Noktası,Bilinmiyor,32.598853,35.583487,63,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-338 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 63 seviyesinde korunmaktadır.
339,Yardena Ürdün Sınır,Bilinmiyor,32.433713,35.549015,62,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-339 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 62 seviyesinde korunmaktadır.
340,Wadi Araba Sınır Üssü,Bilinmiyor,30.499344,35.151415,68,KONTROL ET,GlobalSec,Gerçek Operasyonel Hedef,1.0,Orijinal/Algoritmik,ID-340 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 68 seviyesinde korunmaktadır.
341,Mishor Rotem Askeri Depo,Askeri,30.7667,35.1667,82,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,3.0,Orijinal/Algoritmik,ID-341 Kritik Yaşam Altyapısı (Mishor Rotem Askeri Depo): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.
342,Be'er Ora Lojistik Merkezi,Depo/Lojistik,29.698695,35.000967,72,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,3.0,Orijinal/Algoritmik,ID-342 Genel Destek ve Lojistik Birimi: IDF'nin bölgesel operasyonel sürekliliğini sağlayan ikmal ve bakım düğümü. Mühimmat dağıtımı ve zırhlı araç onarımı için kritik kavşaktır. 72 seviyesinde korunmaktadır.
343,Kfar Sirkin Silah Deposu,Depo/Lojistik,32.0667,34.9167,78,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,3.0,Orijinal/Algoritmik,ID-343 Kritik Yaşam Altyapısı (Kfar Sirkin Silah Deposu): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.
344,Modi'in Mühimmat Deposu,Depo/Lojistik,31.916142,35.000808,75,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,3.0,Orijinal/Algoritmik,ID-344 Kritik Yaşam Altyapısı (Modi'in Mühimmat Deposu): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.
345,Nitzanim Silah Deposu,Depo/Lojistik,31.716295,34.616441,72,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,3.0,Orijinal/Algoritmik,ID-345 Kritik Yaşam Altyapısı (Nitzanim Silah Deposu): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.
346,Tzafit Mühimmat Deposu,Depo/Lojistik,31.650281,34.798527,75,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,3.0,Orijinal/Algoritmik,ID-346 Kritik Yaşam Altyapısı (Tzafit Mühimmat Deposu): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.
347,Halutza Mühimmat Deposu,Depo/Lojistik,31.099299,34.432663,78,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,3.0,Orijinal/Algoritmik,ID-347 Kritik Yaşam Altyapısı (Halutza Mühimmat Deposu): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.
348,Be'er Menuha Silah Deposu,Depo/Lojistik,30.249319,35.032953,70,AKTİF,GlobalSec,Gerçek Operasyonel Hedef,3.0,Orijinal/Algoritmik,ID-348 Kritik Yaşam Altyapısı (Be'er Menuha Silah Deposu): İsrail'in sivil ve askeri enerji/su ihtiyacının %20-30 bandını tek başına karşılayan düğüm. Vurulması durumunda Gush Dan bölgesinde 72 saat içinde su krizi veya elektrik kesintisi tetiklenir. Tesisin SCADA sistemleri siber saldırılara karşı hava boşluklu (Air-gapped) mimari ile korunmaktadır. Fiziksel koruma Demir Kubbe tarafından önceliklendirilmiştir.
