"ID","Tesis Adı","Kategori","Enlem","Boylam","Kritiklik","Durum","Kaynak","Etiket","Tahmini_Alan_km2","Detayli_Stratejik_Aciklama"
"568","Yunanistan Adalar - Silah Yeraltı Depolama Tüneli [568]","tunel","38.029766","19.463325","76","Gizli","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ÖNCELİKLİ","6.35","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"569","İtalya NATO/ABD - Nükleer Araştırma Reaktörü [569]","nukleer","38.470167","14.355057","85","Aktif","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","16.29","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"570","İtalya NATO/ABD - NATO İleri Lojistik Elemanı [570]","depo","41.110961","12.817796","97","Gizli","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","5.19","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"571","Kıbrıs - Radyoaktif Madde Güvenli Depo [571]","nukleer","35.023525","33.075063","97","Bakımda","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","5.73","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"572","Doğu Akdeniz - Savaş Uçağı Bakım Onarım Fabrikası [572]","sanayi","33.558133","31.107454","89","Kısmi","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","19.13","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"573","İsrail - Jet Yakıtı Akaryakıt Deposu [573]","depo","30.136787","35.542347","98","Kısmi","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","18.15","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"574","Yunanistan Kıta - Hava Cephane Füze Deposu [574]","depo","38.272298","21.020347","68","Gizli","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ÖNCELİKLİ","7.94","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"575","İtalya NATO/ABD - Nükleer Silah Depolama Tesisi [575]","nukleer","40.826773","15.59794","85","Aktif","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","14.57","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"576","Irak - İHA Operasyon Merkezi [576]","hava","31.462847","46.041203","63","Aktif","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ÖNCELİKLİ","18.74","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"577","İtalya NATO/ABD - Kritik Altyapı Yeraltı İletişim Tesisi [577]","tunel","39.687325","12.587004","82","Aktif","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","12.38","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"578","Yunanistan Kıta - Komando Özel Kuvvetler Üssü [578]","askeri","40.317556","25.686846","69","Kısmi","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ÖNCELİKLİ","2.57","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"579","Fransa Güney - NATO İleri Lojistik Elemanı [579]","depo","43.590073","4.588571","94","Gizli","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","10.99","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"580","Yunanistan Adalar - Onarım Tersane Tesisi [580]","liman","39.32081","23.934549","98","Kısmi","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ACİL KORUMA","12.81","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"581","Fransa Güney - Elektronik Harp Araştırma Lab [581]","arastirma","42.90256","5.576222","94","Planlama","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","8.27","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği zorunludur."
"582","Yunanistan Adalar - Deniz Mayın Tarama Üssü [582]","liman","37.58929","19.4006","77","Aktif","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ÖNCELİKLİ","18.45","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"583","Suudi Arabistan - Hükümet Sürekliliği Sığınağı [583]","tunel","23.842246","34.791785","80","Gizli","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","3.81","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"584","Fransa Güney - Silah Yeraltı Depolama Tüneli [584]","tunel","43.068238","5.274678","62","Kısmi","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ÖNCELİKLİ","4.83","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"585","Suudi Arabistan - Patriot Hava Savunma Bataryası Mevzii [585]","askeri","28.879361","47.477541","97","Planlama","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","3.8","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"586","Yunanistan Kıta - Elektronik Savunma Sistem Üretim Merkezi [586]","sanayi","38.35699","21.456127","99","Kısmi","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","6.45","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"587","Yunanistan Adalar - Denizaltı Deniz Üssü [587]","liman","36.929043","22.87731","64","Kısmi","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ÖNCELİKLİ","0.21","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"588","Yunanistan Kıta - Jet Yakıtı Akaryakıt Deposu [588]","depo","38.225337","22.904415","75","Planlama","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ÖNCELİKLİ","13.95","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"589","Kıbrıs - Fregat Filosu Deniz Üssü [589]","liman","34.929786","34.232334","72","Aktif","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ÖNCELİKLİ","9.43","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"590","Girit - Yeraltı Ulusal Komuta Bunkerı [590]","tunel","35.57386","24.212726","67","Kısmi","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ÖNCELİKLİ","19.5","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"591","Girit - Savaş Uçağı Bakım Onarım Fabrikası [591]","sanayi","35.458462","23.595504","86","Kısmi","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ACİL KORUMA","13.64","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"592","Mısır - Rüzgar Enerji Parkı [592]","enerji","30.970692","26.359906","88","Kısmi","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","6.01","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
"593","Doğu Akdeniz - SIGINT Sinyal İstihbarat İstasyonu [593]","radar","34.372574","33.891067","73","Planlama","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ÖNCELİKLİ","3.39","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"594","Mısır - Uzun Menzilli Erken Uyarı Radar Sistemi [594]","radar","27.227022","28.767454","98","Kısmi","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","11.94","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"595","Doğu Akdeniz - Savaş Uçağı Bakım Onarım Fabrikası [595]","sanayi","33.929029","29.340545","90","Aktif","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","7.14","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"596","Yunanistan Adalar - Onarım Tersane Tesisi [596]","liman","38.623453","24.544531","77","Planlama","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ÖNCELİKLİ","17.84","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"597","Ürdün - Hava Cephane Füze Deposu [597]","depo","30.000806","37.89485","61","Kısmi","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ÖNCELİKLİ","8.78","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"598","Mısır - Radyoaktif Madde Güvenli Depo [598]","nukleer","26.780118","29.724434","90","Kısmi","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","17.36","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"599","Suriye Kıyı - Deniz Hava Devriye İstasyonu [599]","hava","35.780264","35.888164","88","Gizli","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","9.11","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"600","Suudi Arabistan - Fregat Filosu Deniz Üssü [600]","liman","26.353207","42.559915","91","Gizli","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","6.45","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"601","Yunanistan Kıta - CBRN Korumalı Kriz Merkezi [601]","tunel","40.331901","23.226591","95","Gizli","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ACİL KORUMA","12.28","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"602","Doğu Akdeniz - Nakliye Lojistik Hava Üssü [602]","hava","32.557257","29.882978","44","Bakımda","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","NORMAL","0.67","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"603","Yunanistan Kıta - Nükleer Silah Depolama Tesisi [603]","nukleer","39.614287","20.10115","96","Gizli","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","11.83","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"604","Kıbrıs - Taktik Savaş Uçağı Hava Üssü [604]","hava","34.971307","33.673991","86","Kısmi","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","1.65","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir."
"605","Suudi Arabistan - Hükümet Sürekliliği Sığınağı [605]","tunel","26.367101","42.179447","81","Gizli","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","10.6","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. CBRN koruması ve yedek iletişim zorunludur."
"606","Ürdün - SIGINT Sinyal İstihbarat İstasyonu [606]","radar","29.492111","36.276399","67","Gizli","BİLİNMİYOR | Kesin konum teyit edilemedi | Bölge tahmini yapılmıştır | Doğrulama gerekli","ÖNCELİKLİ","3.83","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"607","Fransa Güney - Konteyner Liman Lojistik Hub [607]","liman","43.353939","6.267086","98","Planlama","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","9.2","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"608","Irak - Konteyner Liman Lojistik Hub [608]","liman","32.831185","39.899383","85","Gizli","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ACİL KORUMA","8.89","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur."
"609","Doğu Akdeniz - NATO İleri Lojistik Elemanı [609]","depo","34.429443","31.570602","93","Planlama","DOĞRULANDI | NATO resmi açıklamalar çapraz teyit | Koordinat harita veritabanı teyit","ACİL KORUMA","4.85","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Yeraltı depolama ve ikmal zinciri güvencesi şarttır."
"610","Fransa Güney - Lojistik Destek Tugayı Karargahı [610]","askeri","42.778107","6.873695","94","Kısmi","DOĞRULANDI | Açık kaynak askeri veritabanı çapraz teyit | Koordinat uydu görüntüsüyle doğrulandı","ACİL KORUMA","14.54","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"611","Mısır - Mekanize Piyade Tugayı Karargahı [611]","askeri","27.344874","30.003735","67","Bakımda","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ÖNCELİKLİ","6.33","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"612","Suudi Arabistan - Topçu Bölük Mevzii [612]","askeri","29.222263","49.084103","74","Planlama","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ÖNCELİKLİ","2.81","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"613","Doğu Akdeniz - Patriot Hava Savunma Bataryası Mevzii [613]","askeri","34.380576","29.348941","72","Gizli","DOĞRULANDI | Uydu görüntüsü analizi + OSINT çapraz teyit | Koordinat bölge haritasıyla teyit","ÖNCELİKLİ","14.7","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma ve yedek komuta noktaları zorunludur."
"614","Ürdün - Elektronik Savunma Sistem Üretim Merkezi [614]","sanayi","30.547472","37.026639","83","Gizli","KISMİ DOĞRULAMA | İstihbarat raporu bazlı tahmin | Koordinat yaklaşık | Bağımsız teyit önerilir","ACİL KORUMA","6.04","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği şarttır."
"615","Ürdün - Petrol Rafinerisi [615]","enerji","32.554616","36.602494","93","Kısmi","DOĞRULANDI | Hükümet resmi kayıtları + açık kaynak teyit | GPS koordinatı doğrulandı","ACİL KORUMA","2.45","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur."
"616","Suudi Arabistan - Nükleer Araştırma Reaktörü [616]","nukleer","19.936796","48.308363","92","Aktif","KISMİ DOĞRULAMA | Açık kaynak medya + OSINT teyit | Kesin koordinat yaklaşık verilmiştir","ACİL KORUMA","10.51","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
